127.0.0.1 - - [05/Dec/2017:22:01:10 +0900] "GET / HTTP/1.1" 404 1070
0:0:0:0:0:0:0:1 - - [05/Dec/2017:22:59:00 +0900] "GET /course/viewCourse/showCourseBySemester HTTP/1.1" 200 1866
0:0:0:0:0:0:0:1 - - [05/Dec/2017:22:59:00 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:22:59:07 +0900] "GET /course/viewCourse/showCourseBySemesterDetail?year=2016&semester=1 HTTP/1.1" 200 1830
0:0:0:0:0:0:0:1 - - [05/Dec/2017:22:59:07 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:00:36 +0900] "GET /course/viewCourse/showCourseBySemesterDetail?year=2016&semester=1 HTTP/1.1" 200 1829
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:00:36 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:44 +0900] "GET /course/viewCourse/showCourseBySemesterDetail?year=2016&semester=1 HTTP/1.1" 200 1829
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:44 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:46 +0900] "GET /course/viewCourse/showCourseBySemesterDetail?year=2016&semester=1 HTTP/1.1" 200 1829
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:46 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:48 +0900] "GET /course/ HTTP/1.1" 200 1356
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:48 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:49 +0900] "GET /course/viewCourse/showCourseByDivision HTTP/1.1" 200 1330
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:49 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:50 +0900] "GET /course/ HTTP/1.1" 200 1356
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:50 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:51 +0900] "GET /course/viewCourse/showCourseByNextSemester HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:51 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:52 +0900] "GET /course/ HTTP/1.1" 200 1356
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:52 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:53 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2000
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:53 +0900] "GET /course/resources/css/main.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:54 +0900] "GET /course/ HTTP/1.1" 200 1356
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:02:54 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:03:23 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2194
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:03:23 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:03:37 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2000
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:03:37 +0900] "GET /course/resources/css/main.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:03:47 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2273
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:03:47 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:03:47 +0900] "GET /course/resources/css/main.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:04:29 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2273
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:04:29 +0900] "GET /course/resources/css/main.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:04:29 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:05:15 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2152
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:05:15 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:05:33 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 1925
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:05:39 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2002
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:05:39 +0900] "GET /course/resources/css/main.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:10 +0900] "GET /course/ HTTP/1.1" 200 1356
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:10 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:11 +0900] "GET /course/viewCourse/showCourseByDivision HTTP/1.1" 200 1330
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:11 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:13 +0900] "GET /course/ HTTP/1.1" 200 1356
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:13 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:13 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2002
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:13 +0900] "GET /course/resources/css/main.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:14 +0900] "GET /course/ HTTP/1.1" 200 1356
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:14 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:23 +0900] "GET /course/ HTTP/1.1" 200 1356
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:23 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:24 +0900] "GET /course/viewCourse/showCourseByNextSemester HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:25 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:26 +0900] "GET /course/ HTTP/1.1" 200 1356
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:26 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:31 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2002
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:31 +0900] "GET /course/resources/css/main.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:34 +0900] "GET /course/ HTTP/1.1" 200 1356
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:06:34 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:07:19 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2275
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:07:19 +0900] "GET /course/resources/css/main.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:07:19 +0900] "GET /course/resources/css/bootstrap.css HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:07:33 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2191
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:07:33 +0900] "GET /course/resources/css/main.css HTTP/1.1" 200 521
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:07:34 +0900] "GET /course/viewCourse/createCourse HTTP/1.1" 200 2191
0:0:0:0:0:0:0:1 - - [05/Dec/2017:23:07:34 +0900] "GET /course/resources/css/main.css HTTP/1.1" 200 521
